unitid,institution name,year,institution name,IC2021.Open admission policy,IC2021.Institutional control or affiliation,IC2021.Religious affiliation,IC2021mission.Mission statement,IC2021mission.Mission statement URL (if mission statement not provided),HD2021.Institution size category,HD2021.State abbreviation,HD2021.FIPS state code,HD2021.Sector of institution,HD2021.Level of institution,HD2021.Control of institution,HD2021.Degree-granting status,HD2021.Historically Black College or University,HD2021.Tribal college,HD2021.Land Grant Institution,HD2021.Degree of urbanization (Urban-centric locale),HD2021.Institutional category,HD2021.Carnegie Classification 2021: Basic,,,,,,,,,,,,,,
102845,Charter College,2021,Charter College,Yes,Private for-profit,Not applicable,,www.chartercollege.edu/about-charter/historymission-statement,"1,000 - 4,999",Washington,Washington,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,No,No,Not a Land Grant Institution,City: Midsize,"Degree-granting, not primarily baccalaureate or above",Baccalaureate/Associate's Colleges: Mixed Baccalaureate/Associate's,,,,,,,,,,,,,,
103501,Alaska Career College,2021,Alaska Career College,Yes,Private for-profit,Not applicable,"Commitment to Excellence""    Many businesses say their most important job is satisfying the customer.  We believe customer satisfaction is only a minimum requirement. We seek therefore not merely to satisfy our students", but to empower them to make significant changes in their lives, changes our student's desire and deserve.  We believe this empowerment comes from a unique educational process in which every Alaska Career College employee works toward the success of every student.    This unique commitment to the education of our students by the faculty and staff of Alaska Career College means giving our students dramatically more value than they expect -- whether that value is measured by performance, quality, tuition cost, features, or service. We know we are succeeding when we inspire our students not simply to accept the minimum standards, but to invest in themselves and their education.  We seek not merely to provide the minimum requirements in career education; we seek to teach the skills necessary to help our graduates begin their careers.    The programs we offer at Alaska Career College are neither the shortest nor the least expensive," but we believe they are the best.  The education we provide our students is well worth the extra commitment on their part and ours. We believe this commitment to be the true worth of our philosophy and mission.""",,"Under 1,000",Alaska,Alaska,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,No,No,Not a Land Grant Institution,City: Large,"Degree-granting, associate's and certificates",Special Focus Two-Year: Other Fields,,,,,,
103529,University of Alaska System of Higher Education,2021,University of Alaska System of Higher Education,Not applicable,Public,Not applicable,,,Not applicable,Alaska,Alaska,Administrative Unit,Four or more years,Public,Degree-granting,No,No,Not a Land Grant Institution,Suburb: Small,Not applicable,"Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
103741,Empire Beauty School-Tucson,2021,Empire Beauty School-Tucson,Yes,Private for-profit,Not applicable,,www.empire.edu/corporate-overview,"Under 1,000",Arizona,Arizona,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Not a Land Grant Institution,City: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
103893,Carrington College-Phoenix North,2021,Carrington College-Phoenix North,Yes,Private for-profit,Not applicable,"The mission of Carrington College is to provide learning opportunities to individuals in the communities it serves through postsecondary programs of study, which include general studies and professional preparation in career-focused majors.",,"1,000 - 4,999",Arizona,Arizona,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,No,No,Not a Land Grant Institution,City: Large,"Degree-granting, associate's and certificates",Special Focus Two-Year: Health Professions,,,,,,,,,,,,,,
103909,Carrington College-Mesa,2021,Carrington College-Mesa,Yes,Private for-profit,Not applicable,"The mission of Carrington College is to provide learning opportunities to individuals in the communities it serves through postsecondary programs of study, which include general studies and professional preparation in career focused majors.",,"Under 1,000",Arizona,Arizona,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,No,No,Not a Land Grant Institution,City: Large,"Degree-granting, associate's and certificates",Special Focus Two-Year: Health Professions,,,,,,,,,,,,,,
103927,Carrington College-Tucson,2021,Carrington College-Tucson,Yes,Private for-profit,Not applicable,"The mission of Carrington College California is to provide learning opportunities to individuals in the communities it serves through postsecondary programs of study, which include general studies and professional preparation in career-focused majors.",,"Under 1,000",Arizona,Arizona,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,No,No,Not a Land Grant Institution,City: Large,"Degree-granting, associate's and certificates",Special Focus Two-Year: Health Professions,,,,,,,,,,,,,,
103954,Arizona Academy of Beauty,2021,Arizona Academy of Beauty,Yes,Private for-profit,Not applicable,,www.arizonaacademy.com,"Under 1,000",Arizona,Arizona,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Not a Land Grant Institution,City: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
103963,Miller-Motte College-Arizona Automotive Institute,2021,Miller-Motte College-Arizona Automotive Institute,Yes,Private for-profit,Not applicable,We inspire and motivate students to empower themselves through training and education.,,"Under 1,000",Arizona,Arizona,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Not a Land Grant Institution,Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
104090,Brookline College-Phoenix,2021,Brookline College-Phoenix,Yes,Private for-profit,Not applicable,,https://brooklinecollege.edu/about-us/vision-statement/,"1,000 - 4,999",Arizona,Arizona,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,No,No,Not a Land Grant Institution,City: Large,"Degree-granting, not primarily baccalaureate or above",Special Focus Four-Year: Other Health Professions Schools,,,,,,,,,,,,,,
104151,Arizona State University Campus Immersion,2021,Arizona State University Campus Immersion,No,Public,Not applicable,,https://president.asu.edu/asu-mission-goals,"20,000 and above",Arizona,Arizona,"Public, 4-year or above",Four or more years,Public,Degree-granting,No,No,Not a Land Grant Institution,City: Midsize,"Degree-granting, primarily baccalaureate or above",Doctoral Universities: Very High Research Activity,,,,,,,,,,,,,,
104160,Arizona Western College,2021,Arizona Western College,Yes,Public,Not applicable,,https://www.azwestern.edu/about/why-awc,"5,000 - 9,999",Arizona,Arizona,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,No,No,Not a Land Grant Institution,City: Small,"Degree-granting, associate's and certificates",Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,,,,,,,,,,,,,,
104179,University of Arizona,2021,University of Arizona,No,Public,Not applicable,,https://www.arizona.edu/purpose-values,"20,000 and above",Arizona,Arizona,"Public, 4-year or above",Four or more years,Public,Degree-granting,No,No,Land Grant Institution,City: Large,"Degree-granting, primarily baccalaureate or above",Doctoral Universities: Very High Research Activity,,,,,,,,,,,,,,
104346,Central Arizona College,2021,Central Arizona College,Yes,Public,Not applicable,,https://centralaz.edu/about-cac/about-central/vision-mission-and-goals/,"1,000 - 4,999",Arizona,Arizona,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,No,No,Not a Land Grant Institution,Rural: Fringe,"Degree-granting, associate's and certificates",Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,,,,,,,,,,,,,,
104391,Charles of Italy Beauty College,2021,Charles of Italy Beauty College,Yes,Private for-profit,Not applicable,"Mission  	The mission of Charles of Italy Beauty College and School of Massage Therapy is to provide professional cosmetology education to meet the demands of the industry, preparing its graduates to enter a challenging and potentially well-paying career field.",,"Under 1,000",Arizona,Arizona,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Not a Land Grant Institution,City: Small,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
104425,Cochise County Community College District,2021,Cochise County Community College District,Yes,Public,Not applicable,"Cochise College provides inclusive and accessible educational opportunities that support social responsibility, community engagement, meaningful careers, and lifelong learning.",,"1,000 - 4,999",Arizona,Arizona,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,No,No,Not a Land Grant Institution,City: Small,"Degree-granting, associate's and certificates",Associate's Colleges: High Career & Technical-High Nontraditional,,,,,,,,,,,,,,
104443,Empire Beauty School-Chandler,2021,Empire Beauty School-Chandler,Yes,Private for-profit,Not applicable,,www.empire.edu/corporate-overview,"Under 1,000",Arizona,Arizona,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Not a Land Grant Institution,City: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
104568,Avalon Institute-Mesa,2021,Avalon Institute-Mesa,Yes,Private for-profit,Not applicable,Avalon Institute's mission is to provide the highest quality professional training and credentials to any individual pursuing a successful career in the Beauty and Wellness Industry.,,"Under 1,000",Arizona,Arizona,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Not a Land Grant Institution,City: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
104577,Eastern Arizona College,2021,Eastern Arizona College,Yes,Public,Not applicable,,www.eac.edu/about_eac/get_to_know_us/fact_book/history_and_profile/missionstatement.shtm,"1,000 - 4,999",Arizona,Arizona,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,No,No,Not a Land Grant Institution,Town: Remote,"Degree-granting, associate's and certificates",Associate's Colleges: Mixed Transfer/Career & Technical-High Nontraditional,,,,,,,,,,,,,,
104586,Embry-Riddle Aeronautical University-Prescott,2021,Embry-Riddle Aeronautical University-Prescott,No,Private not-for-profit (no religious affiliation),Not applicable,,catalog.erau.edu/prescott/about-erau/mission/,"1,000 - 4,999",Arizona,Arizona,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,No,No,Not a Land Grant Institution,Rural: Fringe,"Degree-granting, primarily baccalaureate or above",Baccalaureate Colleges: Diverse Fields,,,,,,,,,,,,,,
104665,The School of Architecture,2021,The School of Architecture,Not applicable,Private not-for-profit (no religious affiliation),Not applicable,"Building on Frank Lloyd Wright's designs and thoughts, we are a graduate program in architecture that teaches and practices learning by doing, new ways of looking, an ability to honor and build with the landscape, and experimentation. We learn how to serve our diverse communities by making our environment more sustainable, open to all and beautiful.",,"Under 1,000",Arizona,Arizona,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,No,No,Not a Land Grant Institution,Suburb: Large,"Degree-granting, graduate with no undergraduate degrees",Special Focus Four-Year: Other Special Focus Institutions,,,,,,,,,,,,,,
104708,Glendale Community College,2021,Glendale Community College,Yes,Public,Not applicable,,www.gccaz.edu/who-we-are/values-vision-mission,"10,000 - 19,999",Arizona,Arizona,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,No,No,Not a Land Grant Institution,Suburb: Large,"Degree-granting, associate's and certificates",Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,,,,,,,,,,,,,,
